Sale ID,Date,Customer,City,Category,Product,Unit Price (EGP),Qty,Total (EGP),Rep
EG-IT-1454,2023-07-08,Talaat Moustafa Group,Port Said,Cybersecurity,Penetration Testing License,34894,2,69788,Mohamed Ali
EG-IT-1455,2023-10-01,QNB Alahli,Alexandria,Hardware,Networking Switch,41435,9,372915,Sarah Hassan
EG-IT-1456,2023-10-25,Elsewedy Electric,Alexandria,Software,Project Mgmt Tool,2027,94,190538,Ahmed Mansour
EG-IT-1457,2023-10-29,QNB Alahli,Giza,Software,HR & Payroll System,10484,70,733880,Mariam Zaki
EG-IT-1458,2023-12-03,Juhayna,Port Said,Software,CRM Subscription,5042,76,383192,Mariam Zaki
EG-IT-1459,2023-09-03,CIB Bank,Mansoura,Consulting,IT Security Audit,259846,1,259846,Mariam Zaki
EG-IT-1460,2023-10-27,Fawry,Mansoura,Cybersecurity,Penetration Testing License,29694,9,267246,Mariam Zaki
EG-IT-1461,2023-01-16,Telecom Egypt,Tanta,Consulting,Cloud Migration,221888,1,221888,Mariam Zaki
EG-IT-1462,2023-01-19,EgyptAir,Tanta,Consulting,Digital Transformation Strategy,239039,1,239039,Yasmine Mahmoud
EG-IT-1463,2023-02-11,Talaat Moustafa Group,Hurghada,Cybersecurity,Firewall License,32812,6,196872,Mariam Zaki
EG-IT-1464,2023-06-26,EgyptAir,Giza,Consulting,Digital Transformation Strategy,71570,1,71570,Khaled Ibrahim
EG-IT-1465,2023-07-15,Telecom Egypt,Assiut,Software,ERP License (Arabic),1382,71,98122,Yasmine Mahmoud
EG-IT-1466,2023-01-07,Fawry,Port Said,Cybersecurity,Penetration Testing License,29438,3,88314,Mariam Zaki
EG-IT-1467,2023-07-12,Elsewedy Electric,Alexandria,Cloud Services,Azure Managed Svcs,54577,8,436616,Mohamed Ali
EG-IT-1468,2023-12-13,Talaat Moustafa Group,Cairo,Software,ERP License (Arabic),8475,79,669525,Yasmine Mahmoud
EG-IT-1469,2023-02-28,Talaat Moustafa Group,Mansoura,Cybersecurity,Penetration Testing License,60846,5,304230,Ahmed Mansour
EG-IT-1470,2023-02-09,Banque Misr,Giza,Hardware,Networking Switch,82257,17,1398369,Ahmed Mansour
EG-IT-1471,2023-01-17,Orascom Development,Assiut,Hardware,UPS Backup System,87597,18,1576746,Mariam Zaki
EG-IT-1472,2023-01-08,Raya Holding,Cairo,Hardware,Laptop Pro X1,69254,14,969556,Yasmine Mahmoud
EG-IT-1473,2023-02-21,Banque Misr,Port Said,Consulting,Cloud Migration,95814,1,95814,Mohamed Ali
EG-IT-1474,2023-02-01,EgyptAir,Hurghada,Consulting,Digital Transformation Strategy,124419,1,124419,Mohamed Ali
EG-IT-1475,2023-09-27,CIB Bank,Assiut,Software,ERP License (Arabic),13312,78,1038336,Yasmine Mahmoud
EG-IT-1476,2023-10-06,Telecom Egypt,Tanta,Consulting,IT Security Audit,113565,1,113565,Khaled Ibrahim
EG-IT-1477,2023-12-15,Elsewedy Electric,Assiut,Hardware,Laptop Pro X1,45347,11,498817,Yasmine Mahmoud
EG-IT-1478,2023-02-05,Raya Holding,Hurghada,Consulting,Cloud Migration,80859,1,80859,Khaled Ibrahim
EG-IT-1479,2023-06-07,Juhayna,Cairo,Cybersecurity,Penetration Testing License,74428,7,520996,Mohamed Ali
EG-IT-1480,2023-11-05,Telecom Egypt,Mansoura,Hardware,Laptop Pro X1,149072,15,2236080,Khaled Ibrahim
EG-IT-1481,2023-12-24,Elsewedy Electric,Assiut,Hardware,Networking Switch,91385,12,1096620,Khaled Ibrahim
EG-IT-1482,2023-03-12,EgyptAir,Hurghada,Cybersecurity,Endpoint Protection,51849,9,466641,Yasmine Mahmoud
EG-IT-1483,2023-07-04,QNB Alahli,Alexandria,Hardware,Networking Switch,32378,15,485670,Sarah Hassan
EG-IT-1484,2023-10-25,Raya Holding,Giza,Hardware,UPS Backup System,113959,4,455836,Mohamed Ali
EG-IT-1485,2023-05-12,Telecom Egypt,Mansoura,Cloud Services,AWS Storage,28894,8,231152,Ahmed Mansour
EG-IT-1486,2023-04-05,Raya Holding,Hurghada,Hardware,UPS Backup System,122185,7,855295,Ahmed Mansour
EG-IT-1487,2023-12-04,Elsewedy Electric,Tanta,Hardware,UPS Backup System,72195,8,577560,Mariam Zaki
EG-IT-1488,2023-11-11,Juhayna,Hurghada,Cybersecurity,Penetration Testing License,73908,7,517356,Ahmed Mansour
EG-IT-1489,2023-04-30,CIB Bank,Cairo,Consulting,IT Security Audit,96176,1,96176,Mohamed Ali
EG-IT-1490,2023-04-01,Elsewedy Electric,Giza,Cloud Services,AWS Storage,57541,4,230164,Ahmed Mansour
EG-IT-1491,2023-02-26,Juhayna,Hurghada,Hardware,UPS Backup System,133535,20,2670700,Khaled Ibrahim
EG-IT-1492,2023-04-03,Elsewedy Electric,Cairo,Cybersecurity,Endpoint Protection,15160,3,45480,Khaled Ibrahim
EG-IT-1493,2023-08-11,CIB Bank,Hurghada,Consulting,Digital Transformation Strategy,220334,1,220334,Khaled Ibrahim
EG-IT-1494,2023-01-28,Telecom Egypt,Assiut,Software,HR & Payroll System,14933,83,1239439,Khaled Ibrahim
EG-IT-1495,2023-02-18,Fawry,Cairo,Cloud Services,Local Data Center Hosting,44397,4,177588,Yasmine Mahmoud
EG-IT-1496,2023-07-17,EgyptAir,Alexandria,Software,CRM Subscription,5060,68,344080,Sarah Hassan
EG-IT-1497,2023-08-19,QNB Alahli,Assiut,Cybersecurity,Penetration Testing License,59549,1,59549,Mohamed Ali
EG-IT-1498,2023-05-01,Banque Misr,Giza,Cybersecurity,Penetration Testing License,72562,5,362810,Khaled Ibrahim
EG-IT-1499,2023-02-11,Banque Misr,Tanta,Hardware,Laptop Pro X1,26689,11,293579,Ahmed Mansour
EG-IT-1500,2023-07-26,Talaat Moustafa Group,Mansoura,Consulting,IT Security Audit,198314,1,198314,Yasmine Mahmoud
EG-IT-1501,2023-10-31,Telecom Egypt,Alexandria,Consulting,Digital Transformation Strategy,250558,1,250558,Mariam Zaki
EG-IT-1502,2023-03-08,Fawry,Giza,Cybersecurity,Firewall License,71579,3,214737,Mohamed Ali
EG-IT-1503,2023-01-26,Raya Holding,Cairo,Cloud Services,Google Cloud Support,64787,3,194361,Khaled Ibrahim
EG-IT-1504,2023-11-21,Talaat Moustafa Group,Mansoura,Hardware,Networking Switch,45544,17,774248,Ahmed Mansour
EG-IT-1505,2023-03-13,Juhayna,Tanta,Cloud Services,Azure Managed Svcs,45287,7,317009,Sarah Hassan
EG-IT-1506,2023-03-26,QNB Alahli,Tanta,Cloud Services,Azure Managed Svcs,9540,10,95400,Ahmed Mansour
EG-IT-1507,2023-10-12,Fawry,Giza,Software,CRM Subscription,7887,82,646734,Mohamed Ali
EG-IT-1508,2023-03-26,Banque Misr,Assiut,Hardware,Networking Switch,76374,20,1527480,Mariam Zaki
EG-IT-1509,2023-09-08,Telecom Egypt,Giza,Cybersecurity,Firewall License,33351,3,100053,Mariam Zaki
EG-IT-1510,2023-12-19,Elsewedy Electric,Port Said,Cloud Services,Azure Managed Svcs,30667,4,122668,Mariam Zaki
EG-IT-1511,2023-03-14,Talaat Moustafa Group,Tanta,Hardware,Networking Switch,145581,4,582324,Ahmed Mansour
EG-IT-1512,2023-08-26,Fawry,Mansoura,Consulting,Digital Transformation Strategy,255629,1,255629,Mariam Zaki
EG-IT-1513,2023-11-10,Raya Holding,Mansoura,Consulting,Digital Transformation Strategy,100966,1,100966,Ahmed Mansour
EG-IT-1514,2023-05-07,Telecom Egypt,Hurghada,Cybersecurity,Penetration Testing License,8408,1,8408,Yasmine Mahmoud
EG-IT-1515,2023-07-29,Raya Holding,Tanta,Consulting,Cloud Migration,209329,1,209329,Khaled Ibrahim
EG-IT-1516,2023-06-24,Fawry,Assiut,Consulting,Cloud Migration,148486,1,148486,Mohamed Ali
EG-IT-1517,2023-07-14,Banque Misr,Tanta,Cloud Services,AWS Storage,20554,8,164432,Mariam Zaki
EG-IT-1518,2023-08-19,Raya Holding,Assiut,Hardware,UPS Backup System,106221,2,212442,Mohamed Ali
EG-IT-1519,2023-11-06,Telecom Egypt,Giza,Cybersecurity,Firewall License,32562,3,97686,Khaled Ibrahim
EG-IT-1520,2023-07-25,Telecom Egypt,Cairo,Software,Project Mgmt Tool,9463,33,312279,Yasmine Mahmoud
EG-IT-1521,2023-07-23,Banque Misr,Alexandria,Consulting,IT Security Audit,95408,1,95408,Sarah Hassan
EG-IT-1522,2023-10-12,Elsewedy Electric,Mansoura,Consulting,IT Security Audit,146991,1,146991,Ahmed Mansour
EG-IT-1523,2023-10-31,CIB Bank,Cairo,Cybersecurity,Penetration Testing License,6041,2,12082,Mohamed Ali
EG-IT-1524,2023-09-04,Talaat Moustafa Group,Hurghada,Cybersecurity,Firewall License,19991,10,199910,Sarah Hassan
EG-IT-1525,2023-02-16,EgyptAir,Hurghada,Cybersecurity,Penetration Testing License,24123,1,24123,Yasmine Mahmoud
EG-IT-1526,2023-11-03,QNB Alahli,Cairo,Consulting,Cloud Migration,116815,1,116815,Khaled Ibrahim
EG-IT-1527,2023-06-14,Talaat Moustafa Group,Mansoura,Software,CRM Subscription,14312,53,758536,Khaled Ibrahim
EG-IT-1528,2023-02-09,CIB Bank,Assiut,Cybersecurity,Penetration Testing License,10873,1,10873,Ahmed Mansour
EG-IT-1529,2023-01-21,Talaat Moustafa Group,Hurghada,Software,ERP License (Arabic),7035,67,471345,Mariam Zaki
EG-IT-1530,2023-10-26,Elsewedy Electric,Cairo,Cybersecurity,Penetration Testing License,13143,7,92001,Ahmed Mansour
EG-IT-1531,2023-07-24,CIB Bank,Cairo,Consulting,Digital Transformation Strategy,103035,1,103035,Yasmine Mahmoud
EG-IT-1532,2023-03-11,QNB Alahli,Hurghada,Software,ERP License (Arabic),4334,57,247038,Mohamed Ali
EG-IT-1533,2023-02-12,Elsewedy Electric,Cairo,Software,CRM Subscription,11699,55,643445,Yasmine Mahmoud
EG-IT-1534,2023-12-05,Juhayna,Hurghada,Consulting,Digital Transformation Strategy,138206,1,138206,Mohamed Ali
EG-IT-1535,2023-07-15,Talaat Moustafa Group,Port Said,Software,Project Mgmt Tool,2672,40,106880,Mohamed Ali
EG-IT-1536,2023-06-18,EgyptAir,Giza,Software,Project Mgmt Tool,9126,96,876096,Mariam Zaki
EG-IT-1537,2023-10-06,Elsewedy Electric,Tanta,Consulting,Cloud Migration,224391,1,224391,Khaled Ibrahim
EG-IT-1538,2023-09-19,CIB Bank,Mansoura,Cloud Services,AWS Storage,15056,5,75280,Khaled Ibrahim
EG-IT-1539,2023-06-01,EgyptAir,Suez,Hardware,Networking Switch,35076,17,596292,Yasmine Mahmoud
EG-IT-1540,2023-11-18,Telecom Egypt,Alexandria,Software,ERP License (Arabic),4158,10,41580,Khaled Ibrahim
EG-IT-1541,2023-10-26,Orascom Development,Mansoura,Hardware,Server Rack v2,113665,14,1591310,Mohamed Ali
EG-IT-1542,2023-11-23,EgyptAir,Alexandria,Consulting,IT Security Audit,216023,1,216023,Mariam Zaki
EG-IT-1543,2023-09-20,Talaat Moustafa Group,Suez,Hardware,Laptop Pro X1,20241,13,263133,Khaled Ibrahim
EG-IT-1544,2023-05-21,QNB Alahli,Port Said,Consulting,Cloud Migration,285866,1,285866,Mariam Zaki
EG-IT-1545,2023-07-26,Banque Misr,Cairo,Cloud Services,AWS Storage,70551,9,634959,Yasmine Mahmoud
EG-IT-1546,2023-12-13,CIB Bank,Hurghada,Cybersecurity,Firewall License,37042,9,333378,Mohamed Ali
EG-IT-1547,2023-07-01,Talaat Moustafa Group,Cairo,Cybersecurity,Firewall License,20303,3,60909,Mohamed Ali
EG-IT-1548,2023-09-21,Elsewedy Electric,Alexandria,Software,Project Mgmt Tool,1503,43,64629,Khaled Ibrahim
EG-IT-1549,2023-01-06,CIB Bank,Port Said,Hardware,Server Rack v2,40929,20,818580,Yasmine Mahmoud
EG-IT-1550,2023-09-01,Raya Holding,Alexandria,Consulting,Digital Transformation Strategy,270266,1,270266,Mariam Zaki
EG-IT-1551,2023-11-18,CIB Bank,Giza,Consulting,Digital Transformation Strategy,193717,1,193717,Mohamed Ali
EG-IT-1552,2023-12-15,QNB Alahli,Hurghada,Hardware,Laptop Pro X1,116075,7,812525,Khaled Ibrahim
EG-IT-1553,2023-09-29,Juhayna,Port Said,Cloud Services,Google Cloud Support,68960,1,68960,Sarah Hassan
EG-IT-1554,2023-12-13,Fawry,Giza,Hardware,Laptop Pro X1,71428,8,571424,Mariam Zaki
EG-IT-1555,2023-02-15,Juhayna,Alexandria,Cloud Services,Azure Managed Svcs,74192,10,741920,Mariam Zaki
EG-IT-1556,2023-01-27,Banque Misr,Hurghada,Consulting,IT Security Audit,193795,1,193795,Sarah Hassan
EG-IT-1557,2023-10-22,QNB Alahli,Giza,Software,CRM Subscription,13867,78,1081626,Ahmed Mansour
EG-IT-1558,2023-09-15,Juhayna,Tanta,Software,HR & Payroll System,6575,82,539150,Yasmine Mahmoud
EG-IT-1559,2023-01-28,Fawry,Alexandria,Cloud Services,AWS Storage,68771,9,618939,Mariam Zaki
EG-IT-1560,2024-01-01,Raya Holding,Assiut,Cybersecurity,Endpoint Protection,76087,1,76087,Yasmine Mahmoud
EG-IT-1561,2023-10-13,Juhayna,Assiut,Cybersecurity,Penetration Testing License,38884,5,194420,Ahmed Mansour
EG-IT-1562,2023-03-05,Juhayna,Giza,Consulting,Cloud Migration,246578,1,246578,Sarah Hassan
EG-IT-1563,2023-02-03,Fawry,Tanta,Cloud Services,Google Cloud Support,42928,7,300496,Sarah Hassan
EG-IT-1564,2023-03-19,Banque Misr,Giza,Hardware,UPS Backup System,62213,3,186639,Mariam Zaki
EG-IT-1565,2023-07-14,EgyptAir,Cairo,Hardware,Server Rack v2,29319,10,293190,Ahmed Mansour
EG-IT-1566,2023-09-23,Banque Misr,Hurghada,Cybersecurity,Endpoint Protection,8784,7,61488,Ahmed Mansour
EG-IT-1567,2023-09-15,QNB Alahli,Tanta,Consulting,IT Security Audit,174300,1,174300,Yasmine Mahmoud
EG-IT-1568,2023-01-29,Juhayna,Cairo,Hardware,Server Rack v2,115326,16,1845216,Yasmine Mahmoud
EG-IT-1569,2023-06-14,Banque Misr,Hurghada,Cloud Services,Azure Managed Svcs,76011,8,608088,Sarah Hassan
EG-IT-1570,2023-09-28,Fawry,Alexandria,Consulting,Cloud Migration,277506,1,277506,Khaled Ibrahim
EG-IT-1571,2023-10-26,Juhayna,Port Said,Hardware,Networking Switch,91307,15,1369605,Mohamed Ali
EG-IT-1572,2023-02-10,QNB Alahli,Alexandria,Cloud Services,Local Data Center Hosting,69808,1,69808,Khaled Ibrahim
EG-IT-1573,2023-03-25,Banque Misr,Alexandria,Cybersecurity,Penetration Testing License,13500,5,67500,Mohamed Ali
EG-IT-1574,2023-10-12,QNB Alahli,Tanta,Cybersecurity,Firewall License,55661,5,278305,Sarah Hassan
EG-IT-1575,2023-05-14,QNB Alahli,Cairo,Consulting,Cloud Migration,176862,1,176862,Mohamed Ali
EG-IT-1576,2023-08-03,CIB Bank,Assiut,Consulting,Digital Transformation Strategy,226838,1,226838,Ahmed Mansour
EG-IT-1577,2023-02-15,Elsewedy Electric,Hurghada,Cloud Services,AWS Storage,36657,3,109971,Mariam Zaki
EG-IT-1578,2023-05-28,Banque Misr,Tanta,Cybersecurity,Endpoint Protection,23915,4,95660,Mohamed Ali
EG-IT-1579,2023-01-27,Banque Misr,Giza,Hardware,UPS Backup System,68374,6,410244,Ahmed Mansour
EG-IT-1580,2023-05-07,Fawry,Giza,Software,HR & Payroll System,11414,56,639184,Khaled Ibrahim
EG-IT-1581,2023-05-16,Orascom Development,Port Said,Cloud Services,AWS Storage,48463,1,48463,Sarah Hassan
EG-IT-1582,2023-11-23,Telecom Egypt,Port Said,Cybersecurity,Endpoint Protection,43664,2,87328,Mariam Zaki
EG-IT-1583,2023-01-11,QNB Alahli,Suez,Hardware,Networking Switch,143272,6,859632,Mariam Zaki
EG-IT-1584,2023-08-26,Juhayna,Alexandria,Software,Project Mgmt Tool,7954,65,517010,Sarah Hassan
EG-IT-1585,2023-08-14,CIB Bank,Suez,Software,CRM Subscription,11196,80,895680,Mohamed Ali
EG-IT-1586,2023-02-07,EgyptAir,Assiut,Cloud Services,Azure Managed Svcs,48083,2,96166,Mariam Zaki
EG-IT-1587,2023-08-19,Banque Misr,Port Said,Cloud Services,Local Data Center Hosting,37525,1,37525,Yasmine Mahmoud
EG-IT-1588,2023-01-03,Telecom Egypt,Hurghada,Cloud Services,Local Data Center Hosting,36746,10,367460,Ahmed Mansour
EG-IT-1589,2023-08-19,Elsewedy Electric,Mansoura,Consulting,Cloud Migration,165276,1,165276,Sarah Hassan
EG-IT-1590,2023-10-09,Talaat Moustafa Group,Suez,Consulting,IT Security Audit,241940,1,241940,Yasmine Mahmoud
EG-IT-1591,2023-05-25,Elsewedy Electric,Assiut,Consulting,Digital Transformation Strategy,264401,1,264401,Sarah Hassan
EG-IT-1592,2023-04-20,QNB Alahli,Port Said,Software,ERP License (Arabic),7707,49,377643,Ahmed Mansour
EG-IT-1593,2023-07-19,Juhayna,Suez,Hardware,UPS Backup System,109000,11,1199000,Khaled Ibrahim
EG-IT-1594,2023-03-26,Talaat Moustafa Group,Hurghada,Hardware,Server Rack v2,88870,14,1244180,Khaled Ibrahim
EG-IT-1595,2023-06-08,Orascom Development,Port Said,Cybersecurity,Firewall License,70331,7,492317,Mariam Zaki
EG-IT-1596,2023-01-08,QNB Alahli,Cairo,Hardware,Networking Switch,66100,7,462700,Mariam Zaki
EG-IT-1597,2023-06-04,Juhayna,Mansoura,Cloud Services,Local Data Center Hosting,6937,5,34685,Yasmine Mahmoud
EG-IT-1598,2023-06-30,Raya Holding,Assiut,Software,CRM Subscription,9556,32,305792,Mohamed Ali
EG-IT-1599,2023-06-12,Fawry,Giza,Software,CRM Subscription,7156,88,629728,Ahmed Mansour
EG-IT-1600,2023-09-27,EgyptAir,Cairo,Cybersecurity,Penetration Testing License,57475,5,287375,Mohamed Ali
EG-IT-1601,2023-10-05,Fawry,Assiut,Cloud Services,AWS Storage,69622,1,69622,Mariam Zaki
EG-IT-1602,2023-10-20,Orascom Development,Hurghada,Consulting,Digital Transformation Strategy,217313,1,217313,Ahmed Mansour
EG-IT-1603,2023-01-15,Orascom Development,Assiut,Cybersecurity,Penetration Testing License,9007,10,90070,Ahmed Mansour
EG-IT-1604,2023-02-21,EgyptAir,Tanta,Consulting,Cloud Migration,124261,1,124261,Mohamed Ali
EG-IT-1605,2023-04-28,Juhayna,Alexandria,Cloud Services,Local Data Center Hosting,30941,9,278469,Yasmine Mahmoud
EG-IT-1606,2023-05-10,Orascom Development,Tanta,Hardware,UPS Backup System,116710,18,2100780,Khaled Ibrahim
EG-IT-1607,2023-01-26,Elsewedy Electric,Hurghada,Software,HR & Payroll System,11304,43,486072,Mohamed Ali
EG-IT-1608,2023-11-23,Talaat Moustafa Group,Suez,Cloud Services,Google Cloud Support,76049,3,228147,Khaled Ibrahim
EG-IT-1609,2023-11-11,CIB Bank,Tanta,Hardware,Networking Switch,82598,14,1156372,Mohamed Ali
EG-IT-1610,2023-05-20,EgyptAir,Giza,Software,HR & Payroll System,9942,74,735708,Ahmed Mansour
EG-IT-1611,2023-05-22,EgyptAir,Tanta,Software,Project Mgmt Tool,8826,84,741384,Khaled Ibrahim
EG-IT-1612,2023-11-18,Raya Holding,Cairo,Cybersecurity,Firewall License,64799,10,647990,Ahmed Mansour
EG-IT-1613,2023-01-18,Fawry,Alexandria,Software,Project Mgmt Tool,1667,40,66680,Yasmine Mahmoud
EG-IT-1614,2023-07-16,Juhayna,Hurghada,Cybersecurity,Firewall License,55763,5,278815,Sarah Hassan
EG-IT-1615,2023-05-28,Raya Holding,Suez,Cybersecurity,Endpoint Protection,36955,7,258685,Khaled Ibrahim
EG-IT-1616,2023-06-16,Elsewedy Electric,Mansoura,Cloud Services,Local Data Center Hosting,33189,1,33189,Khaled Ibrahim
EG-IT-1617,2023-11-20,QNB Alahli,Tanta,Consulting,Cloud Migration,161838,1,161838,Sarah Hassan
EG-IT-1618,2023-12-29,Banque Misr,Mansoura,Cloud Services,Local Data Center Hosting,43298,8,346384,Khaled Ibrahim
EG-IT-1619,2023-09-08,Juhayna,Mansoura,Cloud Services,Local Data Center Hosting,19705,3,59115,Ahmed Mansour
EG-IT-1620,2023-06-12,Talaat Moustafa Group,Suez,Hardware,Server Rack v2,112183,9,1009647,Mariam Zaki
EG-IT-1621,2023-05-03,Raya Holding,Hurghada,Hardware,Server Rack v2,46937,8,375496,Sarah Hassan
EG-IT-1622,2023-10-09,Elsewedy Electric,Alexandria,Cybersecurity,Penetration Testing License,63323,6,379938,Khaled Ibrahim
EG-IT-1623,2023-01-01,Elsewedy Electric,Suez,Hardware,Server Rack v2,124630,7,872410,Sarah Hassan
EG-IT-1624,2023-12-28,EgyptAir,Suez,Consulting,Digital Transformation Strategy,280633,1,280633,Khaled Ibrahim
EG-IT-1625,2023-07-27,Banque Misr,Tanta,Software,HR & Payroll System,4885,99,483615,Ahmed Mansour
EG-IT-1626,2023-06-21,QNB Alahli,Alexandria,Cloud Services,AWS Storage,71093,5,355465,Yasmine Mahmoud
EG-IT-1627,2023-11-26,Raya Holding,Suez,Hardware,Server Rack v2,113286,19,2152434,Khaled Ibrahim
EG-IT-1628,2023-06-12,CIB Bank,Port Said,Hardware,UPS Backup System,140854,2,281708,Ahmed Mansour
EG-IT-1629,2023-01-10,Talaat Moustafa Group,Alexandria,Hardware,Server Rack v2,39960,20,799200,Khaled Ibrahim
EG-IT-1630,2023-06-02,Juhayna,Assiut,Software,Project Mgmt Tool,4345,60,260700,Sarah Hassan
EG-IT-1631,2023-01-17,Orascom Development,Hurghada,Cybersecurity,Firewall License,75821,4,303284,Mohamed Ali
EG-IT-1632,2023-07-26,Elsewedy Electric,Assiut,Hardware,Server Rack v2,47987,3,143961,Yasmine Mahmoud
EG-IT-1633,2023-02-10,Talaat Moustafa Group,Giza,Hardware,Networking Switch,39396,9,354564,Yasmine Mahmoud
EG-IT-1634,2023-02-23,Fawry,Mansoura,Hardware,Networking Switch,52137,5,260685,Sarah Hassan
EG-IT-1635,2023-03-31,Elsewedy Electric,Cairo,Software,Project Mgmt Tool,8507,83,706081,Khaled Ibrahim
EG-IT-1636,2023-05-16,Talaat Moustafa Group,Assiut,Hardware,Server Rack v2,68887,11,757757,Khaled Ibrahim
EG-IT-1637,2023-03-25,CIB Bank,Suez,Hardware,Server Rack v2,135565,20,2711300,Sarah Hassan
EG-IT-1638,2023-03-03,Raya Holding,Suez,Software,CRM Subscription,10035,53,531855,Khaled Ibrahim
EG-IT-1639,2023-02-07,Banque Misr,Cairo,Hardware,Server Rack v2,124876,7,874132,Ahmed Mansour
EG-IT-1640,2023-06-16,Telecom Egypt,Tanta,Cybersecurity,Firewall License,11632,1,11632,Ahmed Mansour
EG-IT-1641,2023-09-16,Raya Holding,Mansoura,Cybersecurity,Endpoint Protection,46847,2,93694,Ahmed Mansour
EG-IT-1642,2023-10-12,CIB Bank,Port Said,Hardware,Server Rack v2,133629,5,668145,Yasmine Mahmoud
EG-IT-1643,2023-09-09,Elsewedy Electric,Giza,Cybersecurity,Endpoint Protection,27058,6,162348,Mohamed Ali
EG-IT-1644,2023-08-12,EgyptAir,Suez,Hardware,UPS Backup System,82123,18,1478214,Ahmed Mansour
EG-IT-1645,2023-06-25,QNB Alahli,Mansoura,Cloud Services,Local Data Center Hosting,72912,10,729120,Mohamed Ali
EG-IT-1646,2023-09-09,Talaat Moustafa Group,Port Said,Cybersecurity,Firewall License,59914,3,179742,Ahmed Mansour
EG-IT-1647,2023-06-23,Raya Holding,Assiut,Consulting,Cloud Migration,149950,1,149950,Mariam Zaki
EG-IT-1648,2023-02-21,Fawry,Tanta,Cloud Services,Local Data Center Hosting,26807,1,26807,Sarah Hassan
EG-IT-1649,2023-02-10,Elsewedy Electric,Tanta,Cybersecurity,Firewall License,26911,5,134555,Mohamed Ali
EG-IT-1650,2023-09-15,Juhayna,Mansoura,Cybersecurity,Endpoint Protection,64687,6,388122,Sarah Hassan
EG-IT-1651,2023-09-16,Banque Misr,Suez,Cybersecurity,Firewall License,36822,6,220932,Mariam Zaki
EG-IT-1652,2023-04-12,Telecom Egypt,Hurghada,Cloud Services,Local Data Center Hosting,56219,7,393533,Mohamed Ali
EG-IT-1653,2023-10-01,QNB Alahli,Hurghada,Cybersecurity,Penetration Testing License,26402,9,237618,Yasmine Mahmoud
EG-IT-1654,2023-05-13,Talaat Moustafa Group,Cairo,Consulting,Digital Transformation Strategy,215127,1,215127,Yasmine Mahmoud
EG-IT-1655,2023-07-13,Fawry,Hurghada,Cloud Services,Azure Managed Svcs,53882,1,53882,Mariam Zaki
EG-IT-1656,2023-08-24,Banque Misr,Hurghada,Cloud Services,AWS Storage,65809,5,329045,Khaled Ibrahim
EG-IT-1657,2023-09-17,QNB Alahli,Port Said,Consulting,Cloud Migration,270545,1,270545,Mohamed Ali
EG-IT-1658,2023-08-31,Raya Holding,Hurghada,Cloud Services,Local Data Center Hosting,33919,1,33919,Mariam Zaki
EG-IT-1659,2023-09-06,Elsewedy Electric,Giza,Consulting,IT Security Audit,99532,1,99532,Yasmine Mahmoud
EG-IT-1660,2023-11-29,Orascom Development,Mansoura,Consulting,IT Security Audit,219586,1,219586,Sarah Hassan
EG-IT-1661,2023-08-27,CIB Bank,Port Said,Cloud Services,Local Data Center Hosting,66556,2,133112,Khaled Ibrahim
EG-IT-1662,2023-12-25,QNB Alahli,Cairo,Cloud Services,Local Data Center Hosting,57990,7,405930,Yasmine Mahmoud
EG-IT-1663,2023-09-09,Juhayna,Tanta,Hardware,UPS Backup System,102557,10,1025570,Yasmine Mahmoud
EG-IT-1664,2023-07-21,CIB Bank,Cairo,Software,Project Mgmt Tool,10539,98,1032822,Mohamed Ali
EG-IT-1665,2023-08-29,Elsewedy Electric,Mansoura,Cybersecurity,Firewall License,20163,8,161304,Mohamed Ali
EG-IT-1666,2023-02-14,EgyptAir,Hurghada,Consulting,Cloud Migration,79936,1,79936,Ahmed Mansour
EG-IT-1667,2023-06-22,Telecom Egypt,Giza,Hardware,Networking Switch,145810,15,2187150,Sarah Hassan
EG-IT-1668,2023-04-22,CIB Bank,Tanta,Consulting,Digital Transformation Strategy,178945,1,178945,Mohamed Ali
EG-IT-1669,2023-12-21,Telecom Egypt,Mansoura,Consulting,Digital Transformation Strategy,162541,1,162541,Mohamed Ali
EG-IT-1670,2023-10-21,Banque Misr,Hurghada,Software,HR & Payroll System,4214,40,168560,Khaled Ibrahim
EG-IT-1671,2023-08-19,Fawry,Giza,Hardware,Networking Switch,127769,20,2555380,Ahmed Mansour
EG-IT-1672,2023-10-23,CIB Bank,Mansoura,Cloud Services,AWS Storage,57736,2,115472,Sarah Hassan
EG-IT-1673,2023-08-03,Juhayna,Giza,Cybersecurity,Firewall License,63330,9,569970,Khaled Ibrahim
EG-IT-1674,2023-11-03,QNB Alahli,Suez,Consulting,IT Security Audit,297031,1,297031,Sarah Hassan
EG-IT-1675,2023-02-14,Fawry,Suez,Cybersecurity,Firewall License,63061,2,126122,Ahmed Mansour
EG-IT-1676,2023-12-28,Telecom Egypt,Giza,Software,Project Mgmt Tool,5989,53,317417,Yasmine Mahmoud
EG-IT-1677,2023-05-04,Telecom Egypt,Hurghada,Cloud Services,Google Cloud Support,77967,4,311868,Mariam Zaki
EG-IT-1678,2023-12-04,EgyptAir,Cairo,Cloud Services,Local Data Center Hosting,46014,9,414126,Ahmed Mansour
EG-IT-1679,2023-10-08,QNB Alahli,Assiut,Cloud Services,Google Cloud Support,44575,10,445750,Ahmed Mansour
